album_id,album_name,album_type,release_date,total_tracks,url
2ZI3XeIrCM1PsOtK3rlMth,Memorandum,album,2022-03-11,11,https://open.spotify.com/album/2ZI3XeIrCM1PsOtK3rlMth
20BlkwZZJfzNj6xTxPrehi,Minggu,single,2024-08-23,1,https://open.spotify.com/album/20BlkwZZJfzNj6xTxPrehi
3c1TKSbv7UARypYZsORhuD,Mati Satu Tak Tumbuh Lagi,single,2024-06-07,1,https://open.spotify.com/album/3c1TKSbv7UARypYZsORhuD
4t1d7lp7cX2v1HnqhlPuXd,LUAP,album,2025-05-15,8,https://open.spotify.com/album/4t1d7lp7cX2v1HnqhlPuXd
50xG9YujTzMGaLHfJTskBy,Definitely Maybe (Remastered),album,1994-08-29,44,https://open.spotify.com/album/50xG9YujTzMGaLHfJTskBy
6GlXRjLBMT6zTlNIqka1h7,Stecu Stecu,single,2025-07-10,1,https://open.spotify.com/album/6GlXRjLBMT6zTlNIqka1h7
3BSay8BCZZFWaLlSIqt4D2,1 Hari Yang Cerah,album,2012-01-27,8,https://open.spotify.com/album/3BSay8BCZZFWaLlSIqt4D2
3z8wTqpTbHtfJzfkDQsoPD,Aku Dah Lupa,single,2025-03-27,1,https://open.spotify.com/album/3z8wTqpTbHtfJzfkDQsoPD
4vQkYDrZF6U4AnH1gmllrQ,Siapa Menyangka,single,2025-06-11,1,https://open.spotify.com/album/4vQkYDrZF6U4AnH1gmllrQ
4e35vUR8z4q56iY2xgvbNA,"Ruang Baru (From ""My Annoying Brother"")",single,2024-09-13,1,https://open.spotify.com/album/4e35vUR8z4q56iY2xgvbNA
2WOyuTsNHF90SryrS3kmIN,Silakbo,album,2025-01-17,10,https://open.spotify.com/album/2WOyuTsNHF90SryrS3kmIN
5enIvPn8EEPWMGxzBzxvcm,Folded,single,2025-06-11,1,https://open.spotify.com/album/5enIvPn8EEPWMGxzBzxvcm
3ZdkT5buYFi1WQaB0XNNtf,Super Trouper,album,1980,12,https://open.spotify.com/album/3ZdkT5buYFi1WQaB0XNNtf
46Vu60ForvCqH8L7l9X6BP,Rahasia Pertama,album,2025-05-01,8,https://open.spotify.com/album/46Vu60ForvCqH8L7l9X6BP
3wRHV5fOeUcM5hvYzWZsic,Manchild,single,2025-06-05,1,https://open.spotify.com/album/3wRHV5fOeUcM5hvYzWZsic
6IUPSmTT3qHfALuaS1GMiW,Tak Ada Ujungnya,single,2024-11-14,1,https://open.spotify.com/album/6IUPSmTT3qHfALuaS1GMiW
58vZavXqh1P5uoTXteudWl,"At The Beach, In Every Life",album,2025-04-25,12,https://open.spotify.com/album/58vZavXqh1P5uoTXteudWl
55ZgL7zzNojCWXs7rLaPWJ,Teruntuk Mia,single,2024-05-31,1,https://open.spotify.com/album/55ZgL7zzNojCWXs7rLaPWJ
5tEaAx0Cb3PEOrErWE503a,Super Junior25 - The 12th Album,album,2025-07-08,9,https://open.spotify.com/album/5tEaAx0Cb3PEOrErWE503a
7bSpPZ1veveCgWfDOFVCxH,PICA PICA,single,2025-03-17,1,https://open.spotify.com/album/7bSpPZ1veveCgWfDOFVCxH
1gZqKq1K0GzN6eFaEpDFcS,Perihal Besar,album,2013-01-01,12,https://open.spotify.com/album/1gZqKq1K0GzN6eFaEpDFcS
19m6pwPmwNFSPV7wtHtg7D,undressed,single,2025-03-21,1,https://open.spotify.com/album/19m6pwPmwNFSPV7wtHtg7D
0N2jwsM6nf29RFOJBhizg0,Bunga Maaf,single,2024-11-15,2,https://open.spotify.com/album/0N2jwsM6nf29RFOJBhizg0
5aelly3dAJd7yZlgUHpLBw,blue,single,2024-08-02,1,https://open.spotify.com/album/5aelly3dAJd7yZlgUHpLBw
15qFUQwEfioE7IsgSmYKvL,MODE PESAWAT,single,2025-04-21,1,https://open.spotify.com/album/15qFUQwEfioE7IsgSmYKvL
6dVIqQ8qmQ5GBnJ9shOYGE,OK Computer,album,1997-05-28,12,https://open.spotify.com/album/6dVIqQ8qmQ5GBnJ9shOYGE
6dVCpQ7oGJD1oYs2fv1t5M,Being Funny In A Foreign Language,album,2022-10-14,11,https://open.spotify.com/album/6dVCpQ7oGJD1oYs2fv1t5M
1UZmT9gTSIiZ2uUqVL2Bhp,Blooming Inspiration,album,2024-12-04,8,https://open.spotify.com/album/1UZmT9gTSIiZ2uUqVL2Bhp
4IJKzsYmCPiZ9NRARQcIqj,Ampunilah Aku,single,2025-03-12,1,https://open.spotify.com/album/4IJKzsYmCPiZ9NRARQcIqj
30NtK7PbeEQtS8tCAGZqn7,Pelangi Selepas Hujan Reda,single,2025-06-06,1,https://open.spotify.com/album/30NtK7PbeEQtS8tCAGZqn7
0e3XVxzwIdz6JSMMwi5qW5,Sampai Bertemu Di Surga Nanti,single,2025-08-01,1,https://open.spotify.com/album/0e3XVxzwIdz6JSMMwi5qW5
2rwrTE9CyzYUFRVqjU8RW1,Terbaik,single,2025-07-04,1,https://open.spotify.com/album/2rwrTE9CyzYUFRVqjU8RW1
0hzmW1QM23Xe5Iz3cZSW0K,Semua Tentangmu,album,2017-05-08,10,https://open.spotify.com/album/0hzmW1QM23Xe5Iz3cZSW0K
4kTJj33uwl3DWDiAeNTZiN,Kawan Sejiwa,single,2025-07-27,1,https://open.spotify.com/album/4kTJj33uwl3DWDiAeNTZiN
09mPQ4gVVg1qxEKlTOBIyV,Satu Indonesia,single,2025-06-17,1,https://open.spotify.com/album/09mPQ4gVVg1qxEKlTOBIyV
3xHsTzTIE5LclfGSAFjvQH,Let It Be Gone,single,2025-07-02,1,https://open.spotify.com/album/3xHsTzTIE5LclfGSAFjvQH
0TjKRzVnaMSguX2EJe3HfO,Forever Friend,single,2025-07-25,1,https://open.spotify.com/album/0TjKRzVnaMSguX2EJe3HfO
58zrdvEiP6Py6HdmnZsTiq,Senyum Senyum Happy,single,2021-04-09,1,https://open.spotify.com/album/58zrdvEiP6Py6HdmnZsTiq
3DdwmlX9M9I9lyGAHWKJpY,Baikin Aja,single,2020-03-05,1,https://open.spotify.com/album/3DdwmlX9M9I9lyGAHWKJpY
1xE7CU85BTUYw7KpxhOlMF,Terima Kasih Tuhan Hidupku Asyik - Single,single,2015-11-24,1,https://open.spotify.com/album/1xE7CU85BTUYw7KpxhOlMF
7b3zvlpE19ozJ11BQ1ANX5,Mari Bagoyang (MARGOY),single,2025-05-23,1,https://open.spotify.com/album/7b3zvlpE19ozJ11BQ1ANX5
4zwc2b40PuOpVZCKC0O25M,Selamanya Cinta,single,2025-06-01,1,https://open.spotify.com/album/4zwc2b40PuOpVZCKC0O25M
1kQYDhggI2EcztJWvWdPKh,Moving On,single,2024-02-23,1,https://open.spotify.com/album/1kQYDhggI2EcztJWvWdPKh
2Q6DoXaaqanfjJj7oc3FAq,Mati Rasa,single,2025-07-25,1,https://open.spotify.com/album/2Q6DoXaaqanfjJj7oc3FAq
4mqIyE1PCDp3BnY4g1cr0R,PEOPLE POWER DANCE,single,2025-05-23,1,https://open.spotify.com/album/4mqIyE1PCDp3BnY4g1cr0R
4CA6jzw4MlqFIxtOcs5xr7,Authentique,album,2025-06-12,8,https://open.spotify.com/album/4CA6jzw4MlqFIxtOcs5xr7
65hiBZugUD4hPjDM4RurWC,Jalaran Sadrah,album,2024-06-21,9,https://open.spotify.com/album/65hiBZugUD4hPjDM4RurWC
5iLJvPMjT57uLUtwEN622x,SALAM TERAKHIRKU,single,2024-11-27,1,https://open.spotify.com/album/5iLJvPMjT57uLUtwEN622x
6xzxHal5EuHDy7eck3mHv5,Tak Apa Apa,single,2025-07-09,1,https://open.spotify.com/album/6xzxHal5EuHDy7eck3mHv5
3BnXTOop36UDXxuLOcNkTE,Pergi,single,2024-02-25,1,https://open.spotify.com/album/3BnXTOop36UDXxuLOcNkTE
5QzsVQw4BpRup4lG7vp9R2,Hadapi Sendiri,single,2025-06-27,1,https://open.spotify.com/album/5QzsVQw4BpRup4lG7vp9R2
1mMDwRzeL48rzkWC8euHp7,Bertahan Atau Pergi,single,2025-06-20,1,https://open.spotify.com/album/1mMDwRzeL48rzkWC8euHp7
41C9BpdpGn25eKJrdHfPaQ,Transition,album,2025-02-09,7,https://open.spotify.com/album/41C9BpdpGn25eKJrdHfPaQ
6b4JpL6PVCeotMJRv1wjY1,Hanya Cinta,single,2025-07-13,1,https://open.spotify.com/album/6b4JpL6PVCeotMJRv1wjY1
2MuRVlBHhoQ6iDdl32ytru,Kebohongan Hati,single,2025-04-30,1,https://open.spotify.com/album/2MuRVlBHhoQ6iDdl32ytru
6eBtOPGqy4UpJOvLCyVEYx,Terbang Tinggi,single,2025-05-29,6,https://open.spotify.com/album/6eBtOPGqy4UpJOvLCyVEYx
5WEyhp7pM8tTbonDe0jyam,Kupu Kupu Tersesat,album,2025-06-12,7,https://open.spotify.com/album/5WEyhp7pM8tTbonDe0jyam
49VsFd3bLsFnppQt4bQPIH,Pelupa,single,2025-06-13,1,https://open.spotify.com/album/49VsFd3bLsFnppQt4bQPIH
6UEWnCAoImnjVCIjAL3jXA,d.e.t.i.k.,single,2025-07-11,1,https://open.spotify.com/album/6UEWnCAoImnjVCIjAL3jXA
4q4g9QycqKN4j71CAf24tn,"Pergilah, Aku Takkan Menyerah",single,2025-07-30,4,https://open.spotify.com/album/4q4g9QycqKN4j71CAf24tn
5hmXfBan9gJCBLRVK5BP8a,Takdirku,single,2024-05-21,1,https://open.spotify.com/album/5hmXfBan9gJCBLRVK5BP8a
0rkiq7It5BqAkliSFvcPbI,Dalam Kesendirianku,single,2025-04-20,1,https://open.spotify.com/album/0rkiq7It5BqAkliSFvcPbI
6NxjKx4maXLuS9n1tGxwZ9,CERIA,single,2025-07-04,1,https://open.spotify.com/album/6NxjKx4maXLuS9n1tGxwZ9
0CWHkOQjOy2p7QwuWJR6im,Elektromantik - EP,single,2024-01-04,4,https://open.spotify.com/album/0CWHkOQjOy2p7QwuWJR6im
5iIjWAkVuPu8SJGWqtnMDd,Love Is You,single,2024-06-06,1,https://open.spotify.com/album/5iIjWAkVuPu8SJGWqtnMDd
3mGMfZjvN7wdq3scvu5Xwz,Jarak,single,2020-01-01,1,https://open.spotify.com/album/3mGMfZjvN7wdq3scvu5Xwz
1jTa5V0LiX0J6zP6H6esHD,Crazy In Love,single,2025-07-04,1,https://open.spotify.com/album/1jTa5V0LiX0J6zP6H6esHD
6tdSasG0gHzaUxu4aItHn4,Belajar Jauh Darimu,single,2025-06-26,1,https://open.spotify.com/album/6tdSasG0gHzaUxu4aItHn4
4ZQq3wbkw9R7cVXPOUp7Ja,Galau,single,2025-05-09,1,https://open.spotify.com/album/4ZQq3wbkw9R7cVXPOUp7Ja
56G9rp9abtLjiXitVlHIO3,Bersinar,album,2025-06-19,9,https://open.spotify.com/album/56G9rp9abtLjiXitVlHIO3
2lg9xMIXJghVr5i6vQ3MtS,Metamorfosa,album,2025-06-06,9,https://open.spotify.com/album/2lg9xMIXJghVr5i6vQ3MtS
02jOPO2A82G2j9tt4DRW9W,Love,single,2025-02-15,1,https://open.spotify.com/album/02jOPO2A82G2j9tt4DRW9W
1cWCp3pdPrTYUz8ORkioX3,Kisah Cinta Di Labuan Bajo,single,2023-03-19,1,https://open.spotify.com/album/1cWCp3pdPrTYUz8ORkioX3
48ldf2ePRX79705C8SnBUx,Unforgettable,single,2023-05-27,1,https://open.spotify.com/album/48ldf2ePRX79705C8SnBUx
6dl00tyASobtJtKrOoUr6W,Save the Earth,single,2024-05-05,1,https://open.spotify.com/album/6dl00tyASobtJtKrOoUr6W
5QXktgcQlJWpTdNSgiD5BR,Air Mata Cinta,single,2023-11-25,1,https://open.spotify.com/album/5QXktgcQlJWpTdNSgiD5BR
6Mm03OGiERHhdRzfOptn2c,Reuni DI Masa Senja,single,2024-10-20,1,https://open.spotify.com/album/6Mm03OGiERHhdRzfOptn2c
1DMCOyeWI5Pf8QOioqwjb7,Labirin Cinta,single,2024-11-09,1,https://open.spotify.com/album/1DMCOyeWI5Pf8QOioqwjb7
5KM1G7KgKHkvbP2AxpSKiE,Satu Pelukan,single,2024-10-17,1,https://open.spotify.com/album/5KM1G7KgKHkvbP2AxpSKiE
7nbYV5qny6KMqJMTAAw0aS,Hanya Kamu,single,2025-01-07,1,https://open.spotify.com/album/7nbYV5qny6KMqJMTAAw0aS
0qovnPYtQ9AGl1iSFJCjlG,Lini Masa,single,2024-06-08,1,https://open.spotify.com/album/0qovnPYtQ9AGl1iSFJCjlG
0LbUg2vaf6uIBoIQluoeXB,Sebelah Mata,single,2025-05-17,1,https://open.spotify.com/album/0LbUg2vaf6uIBoIQluoeXB
5Vw5hQUkNu7QQaIoPalSHp,Tinggalkan Luka,single,2025-04-25,1,https://open.spotify.com/album/5Vw5hQUkNu7QQaIoPalSHp
5opoEKaS2baGPa9P5qRTQj,Paling Sejati,single,2024-11-22,1,https://open.spotify.com/album/5opoEKaS2baGPa9P5qRTQj
6TQteNMqGOTA161gDJuMCP,Memory Lane,single,2025-05-30,6,https://open.spotify.com/album/6TQteNMqGOTA161gDJuMCP
0RknnywJ2iui9jYMFcWqGR,Don't Give Up,single,2025-04-19,1,https://open.spotify.com/album/0RknnywJ2iui9jYMFcWqGR
3yhFQmXIxHqPrySrgkrWqR,Lagu Sederhana,single,2025-01-10,1,https://open.spotify.com/album/3yhFQmXIxHqPrySrgkrWqR
3OsnhKnzTPZG7GKfelUyGn,Bukan Rasa,single,2021-01-11,1,https://open.spotify.com/album/3OsnhKnzTPZG7GKfelUyGn
0sIeOrDGYdwfLZwzXOBjTr,RASA & CINTA,single,2025-03-19,4,https://open.spotify.com/album/0sIeOrDGYdwfLZwzXOBjTr
1bMfE2RZgz3v7AQ7wCDHYU,Jendela Rindu,single,2025-06-13,1,https://open.spotify.com/album/1bMfE2RZgz3v7AQ7wCDHYU
42JfJeeJ2sUNbgnbR4rp7S,Pelabuhan Hati,single,2024-11-01,1,https://open.spotify.com/album/42JfJeeJ2sUNbgnbR4rp7S
0mbRwReyDNUyL2pT6yMrnK,"GLASSDREAM, VOL. 1",album,2023-11-24,12,https://open.spotify.com/album/0mbRwReyDNUyL2pT6yMrnK
2ZdJmxpPV08RDlkQl5z8is,Terus Bercahaya,single,2025-02-21,1,https://open.spotify.com/album/2ZdJmxpPV08RDlkQl5z8is
51vD0KaAnw14kcpOEGhxVQ,Cinta Yang Kupunya,single,2023-01-09,1,https://open.spotify.com/album/51vD0KaAnw14kcpOEGhxVQ
5LB1ktcCp1BxV6NFbUSjl7,Penguasa Hati (Original Soundtrack from Air Mata Mualaf),single,2025-07-01,1,https://open.spotify.com/album/5LB1ktcCp1BxV6NFbUSjl7
6ULPUWD6G5nu8eqKlqvi0b,Jejak Kegalauan,single,2025-04-25,1,https://open.spotify.com/album/6ULPUWD6G5nu8eqKlqvi0b
4aM6PNMi7VbecRhRbpf3pR,Denting,single,2025-04-07,1,https://open.spotify.com/album/4aM6PNMi7VbecRhRbpf3pR
1KCANu09QEB3HMZCAy7KKb,Rocky,single,2025-06-06,1,https://open.spotify.com/album/1KCANu09QEB3HMZCAy7KKb
7amaNxhFOJUFGJ7SiYxfti,BESTAI,single,2024-08-22,2,https://open.spotify.com/album/7amaNxhFOJUFGJ7SiYxfti
6OcsDDXpwz06a1E4D8YuFU,virus cantik,single,2024-07-26,1,https://open.spotify.com/album/6OcsDDXpwz06a1E4D8YuFU
0Km93HKI7CPYVUwbl0LmUu,Kaleidoscope (I Don't Remember How to Love So Free),single,2025-07-11,1,https://open.spotify.com/album/0Km93HKI7CPYVUwbl0LmUu
1x4jxK8XoPt6YXRijRsk14,Indonesiaku,single,2025-08-01,1,https://open.spotify.com/album/1x4jxK8XoPt6YXRijRsk14
2666ILLFoChGfQizemuTev,Gagal Nikah Nyalon Gubernur,single,2025-08-08,1,https://open.spotify.com/album/2666ILLFoChGfQizemuTev
0whLt3ca5x9MeaxlWdjaL3,Semua Rasa,single,2024-09-22,1,https://open.spotify.com/album/0whLt3ca5x9MeaxlWdjaL3
39cVagfPpZdCtmuAsp2pbC,Nikah Sama Tetangga,single,2024-02-19,1,https://open.spotify.com/album/39cVagfPpZdCtmuAsp2pbC
0KY3jlhSb0UVZdqkEnoJ6y,Petualangan Cinta,single,2024-01-16,1,https://open.spotify.com/album/0KY3jlhSb0UVZdqkEnoJ6y
1E2Y1Tx26S6Sk1Sh9Vpaw4,Ulang Tahun Pernikahan,single,2024-05-07,1,https://open.spotify.com/album/1E2Y1Tx26S6Sk1Sh9Vpaw4
7nmwxEZGiHRlQSj1G1jj4Q,Tak Di Tanganku,single,2023-03-16,1,https://open.spotify.com/album/7nmwxEZGiHRlQSj1G1jj4Q
1hrJXgaVEGovpLl9dFdqz7,Sheila On 7,album,1999-07-14,10,https://open.spotify.com/album/1hrJXgaVEGovpLl9dFdqz7
0OyN4NEEkqb2E5iiXxvJv9,Heart,compilation,2006-04-22,10,https://open.spotify.com/album/0OyN4NEEkqb2E5iiXxvJv9
6JmBf13wUd3kJEdoXgbZy5,Tak Kan Hilang,single,2022-02-25,1,https://open.spotify.com/album/6JmBf13wUd3kJEdoXgbZy5
17vUW6koeUkV58uYfkK6G3,Sentimental,album,2020-11-06,11,https://open.spotify.com/album/17vUW6koeUkV58uYfkK6G3
2Tp7hDdbD1cZsuZUodEkZ7,Menjaga Kamu,single,2025-08-28,1,https://open.spotify.com/album/2Tp7hDdbD1cZsuZUodEkZ7
1JxsxnyNs7rzvHsGIG3ZW7,Cinta Hanya Cerita Luka,single,2022-08-19,3,https://open.spotify.com/album/1JxsxnyNs7rzvHsGIG3ZW7
2puZQ79KT5q5RPae7khveD,Andra & The Backbone,album,2006-12-28,12,https://open.spotify.com/album/2puZQ79KT5q5RPae7khveD
70edAUYslKNTNQDwZw9nY7,Itu Kamu,single,2025-08-13,1,https://open.spotify.com/album/70edAUYslKNTNQDwZw9nY7
4JDXBZdRPId4devseaAOKH,DECIDE,album,2022-09-16,13,https://open.spotify.com/album/4JDXBZdRPId4devseaAOKH
4dyBsn9yy3PXeBgIEUvZI5,Nanti Kita Seperti Ini,single,2022-09-27,1,https://open.spotify.com/album/4dyBsn9yy3PXeBgIEUvZI5
6l4mo22pd6Mxxq2rViRGOQ,Tak Secinta Itu,single,2025-08-29,1,https://open.spotify.com/album/6l4mo22pd6Mxxq2rViRGOQ
1TgyHkafKmeUG3vvJzrSof,Apakah Kita?,single,2025-08-17,4,https://open.spotify.com/album/1TgyHkafKmeUG3vvJzrSof
1SCxm7IxbHVv9my7yM832a,Sepenuh Hati,single,2024-03-28,1,https://open.spotify.com/album/1SCxm7IxbHVv9my7yM832a
4fYVJrm2ngaGcqYw9O4llT,Tidak Banyak - Banyak,single,2025-08-22,1,https://open.spotify.com/album/4fYVJrm2ngaGcqYw9O4llT
3zzIZJAYdeMttVROyFSUfN,My First Love,album,2011-06-01,12,https://open.spotify.com/album/3zzIZJAYdeMttVROyFSUfN
7HSx5rMcd6OlGlccE7ow9h,Sudah Bisa Tertawa,single,2025-08-15,1,https://open.spotify.com/album/7HSx5rMcd6OlGlccE7ow9h
5uAcLj2EJLtQtKMyDYCI0Q,MARKERS AND SUCH PENS FLASHDISKS,album,2024-04-30,15,https://open.spotify.com/album/5uAcLj2EJLtQtKMyDYCI0Q
2SmU6r1YyFGH1KwCYSithy,Meraih Bintang,album,2011-01-03,11,https://open.spotify.com/album/2SmU6r1YyFGH1KwCYSithy
0KUthdNI5OHnflJNj6Jd2g,"Love, Love & Love",album,2011-02-01,12,https://open.spotify.com/album/0KUthdNI5OHnflJNj6Jd2g
75KyCmWatZRvlMcMRed9BG,Selamat Ulang Tahun,album,2020-05-28,10,https://open.spotify.com/album/75KyCmWatZRvlMcMRed9BG
7F3BUHlrZdaKrtSQ0LEpLm,Komang,single,2022-08-16,1,https://open.spotify.com/album/7F3BUHlrZdaKrtSQ0LEpLm
5boeKAXsTkdFlm6OnkQxQW,Runtuh,single,2021-10-01,1,https://open.spotify.com/album/5boeKAXsTkdFlm6OnkQxQW
49pqUpwILtFoDbQ3DfoHDQ,Puisi (Ost. Septihan Series),single,2025-08-30,1,https://open.spotify.com/album/49pqUpwILtFoDbQ3DfoHDQ
62tBcSn5N7vgrndYZwC4GB,HARAP-HARAP EMAS,album,2024-09-27,12,https://open.spotify.com/album/62tBcSn5N7vgrndYZwC4GB
4g3aTyVwe84yOlAM9LMWro,Cinta & Doa,album,2023-09-22,13,https://open.spotify.com/album/4g3aTyVwe84yOlAM9LMWro
5agEAxt8vks5Xk0NfEbI5D,"Sialnya, Hidup Harus Tetap Berjalan",album,2024-06-23,8,https://open.spotify.com/album/5agEAxt8vks5Xk0NfEbI5D
